Energiebilanz_ID,Versuchsjahr,Pruefglied_ID,Energieinput,Energieoutput,Energieeffizienz
498,1998,12,9.83906497561091,100.986145,10.2637949083906
499,1998,13,10.6760373573315,119.82896,11.2241045988576
500,1998,14,11.4142808764129,131.906155,11.5562387528573
501,1998,21,10.6296759364432,98.01076,9.22048429190357
502,1998,22,11.5551266470845,119.22782,10.3181750959071
503,1998,23,12.3702694137231,135.060205,10.9181296286215
504,1998,24,13.1235928370201,141.824535,10.8068374843153
505,1998,31,12.3767095133767,120.827205,9.76246593405222
506,1998,32,13.2476879567557,134.14323,10.1257842453628
507,1998,33,14.0435990438437,146.96583,10.4649690966808
508,1998,34,14.7570587865549,147.557295,9.99909921985531
509,1998,41,14.0186695761863,127.9035,9.12379732647894
510,1998,42,14.8631287530854,137.889175,9.27726438293662
511,1998,43,15.5982231990408,141.18921,9.05162134163345
512,1998,44,16.3425833986022,146.15657,8.94329656671667
