Pflanzenschutz_ID,Versuchsjahr,Termin,Parzelle_ID,Kultur_ID,Pflanzenschutz_Mittel_ID,Indikation_ID,Menge,Technik_ID,Bemerkungen_ID
106,1968,19680323,42,2,31,2,3.6,17,35
107,1968,19680323,43,2,31,2,3.6,17,35
108,1968,19680323,44,2,31,2,3.6,17,35
109,1968,19680323,45,2,31,2,3.6,17,35
110,1968,19680323,46,2,31,2,3.6,17,35
111,1968,19680323,47,2,31,2,3.6,17,35
112,1968,19680323,48,2,31,2,3.6,17,35
113,1968,19680323,49,2,31,2,3.6,17,35
114,1968,19680323,50,2,31,2,3.6,17,35
115,1968,19680323,51,2,31,2,3.6,17,35
116,1968,19680323,52,2,31,2,3.6,17,35
117,1968,19680323,53,2,31,2,3.6,17,35
118,1968,19680323,54,2,31,2,3.6,17,35
119,1968,19680323,55,2,31,2,3.6,17,35
120,1968,19680323,56,2,31,2,3.6,17,35
121,1968,19680323,57,2,31,2,3.6,17,35
122,1968,19680323,58,2,31,2,3.6,17,35
123,1968,19680323,59,2,31,2,3.6,17,35
124,1968,19680323,60,2,31,2,3.6,17,35
125,1968,19680323,61,2,31,2,3.6,17,35
126,1968,19680323,62,2,31,2,3.6,17,35
127,1968,19680323,63,2,31,2,3.6,17,35
128,1968,19680323,64,2,31,2,3.6,17,35
129,1969,19690710,1,3,56,3,210,17,57
130,1969,19690710,2,3,56,3,210,17,57
131,1969,19690710,3,3,56,3,210,17,57
132,1969,19690710,4,3,56,3,210,17,57
133,1969,19690710,5,3,56,3,210,17,57
134,1969,19690710,6,3,56,3,210,17,57
135,1969,19690710,7,3,56,3,210,17,57
136,1969,19690710,8,3,56,3,210,17,57
137,1969,19690710,9,3,56,3,210,17,57
138,1969,19690710,10,3,56,3,210,17,57
139,1969,19690710,11,3,56,3,210,17,57
140,1969,19690710,12,3,56,3,210,17,57
141,1969,19690710,13,3,56,3,210,17,57
142,1969,19690710,14,3,56,3,210,17,57
143,1969,19690710,15,3,56,3,210,17,57
144,1969,19690710,16,3,56,3,210,17,57
145,1969,19690710,17,3,56,3,210,17,57
146,1969,19690710,18,3,56,3,210,17,57
147,1969,19690710,19,3,56,3,210,17,57
148,1969,19690710,20,3,56,3,210,17,57
149,1969,19690710,21,3,56,3,210,17,57
150,1969,19690710,22,3,56,3,210,17,57
151,1969,19690710,23,3,56,3,210,17,57
152,1969,19690710,24,3,56,3,210,17,57
153,1969,19690710,25,3,56,3,210,17,57
154,1969,19690710,26,3,56,3,210,17,57
155,1969,19690710,27,3,56,3,210,17,57
156,1969,19690710,28,3,56,3,210,17,57
157,1969,19690710,29,3,56,3,210,17,57
158,1969,19690710,30,3,56,3,210,17,57
159,1969,19690710,31,3,56,3,210,17,57
160,1969,19690710,32,3,56,3,210,17,57
161,1969,19690710,33,3,56,3,210,17,57
162,1969,19690710,34,3,56,3,210,17,57
163,1969,19690710,35,3,56,3,210,17,57
164,1969,19690710,36,3,56,3,210,17,57
165,1969,19690710,37,3,56,3,210,17,57
166,1969,19690710,38,3,56,3,210,17,57
167,1969,19690710,39,3,56,3,210,17,57
168,1969,19690710,40,3,56,3,210,17,57
169,1969,19690710,41,3,56,3,210,17,57
170,1969,19690710,42,3,56,3,210,17,57
171,1969,19690710,43,3,56,3,210,17,57
172,1969,19690710,44,3,56,3,210,17,57
173,1969,19690710,45,3,56,3,210,17,57
174,1969,19690710,46,3,56,3,210,17,57
175,1969,19690710,47,3,56,3,210,17,57
176,1969,19690710,48,3,56,3,210,17,57
177,1969,19690710,49,3,56,3,210,17,57
178,1969,19690710,50,3,56,3,210,17,57
179,1969,19690710,51,3,56,3,210,17,57
180,1969,19690710,52,3,56,3,210,17,57
181,1969,19690710,53,3,56,3,210,17,57
182,1969,19690710,54,3,56,3,210,17,57
183,1969,19690710,55,3,56,3,210,17,57
184,1969,19690710,56,3,56,3,210,17,57
185,1969,19690710,57,3,56,3,210,17,57
186,1969,19690710,58,3,56,3,210,17,57
187,1969,19690710,59,3,56,3,210,17,57
188,1969,19690710,60,3,56,3,210,17,57
189,1969,19690710,61,3,56,3,210,17,57
190,1969,19690710,62,3,56,3,210,17,57
191,1969,19690710,63,3,56,3,210,17,57
192,1969,19690710,64,3,56,3,210,17,57
193,1969,19690715,1,3,56,3,210,17,57
194,1969,19690715,2,3,56,3,210,17,57
195,1969,19690715,3,3,56,3,210,17,57
196,1969,19690715,4,3,56,3,210,17,57
197,1969,19690715,5,3,56,3,210,17,57
198,1969,19690715,6,3,56,3,210,17,57
199,1969,19690715,7,3,56,3,210,17,57
200,1969,19690715,8,3,56,3,210,17,57
201,1969,19690715,9,3,56,3,210,17,57
202,1969,19690715,10,3,56,3,210,17,57
203,1969,19690715,11,3,56,3,210,17,57
204,1969,19690715,12,3,56,3,210,17,57
205,1969,19690715,13,3,56,3,210,17,57
206,1969,19690715,14,3,56,3,210,17,57
207,1969,19690715,15,3,56,3,210,17,57
208,1969,19690715,16,3,56,3,210,17,57
209,1969,19690715,17,3,56,3,210,17,57
210,1969,19690715,18,3,56,3,210,17,57
211,1969,19690715,19,3,56,3,210,17,57
212,1969,19690715,20,3,56,3,210,17,57
213,1969,19690715,21,3,56,3,210,17,57
214,1969,19690715,22,3,56,3,210,17,57
215,1969,19690715,23,3,56,3,210,17,57
216,1969,19690715,24,3,56,3,210,17,57
217,1969,19690715,25,3,56,3,210,17,57
218,1969,19690715,26,3,56,3,210,17,57
219,1969,19690715,27,3,56,3,210,17,57
220,1969,19690715,28,3,56,3,210,17,57
221,1969,19690715,29,3,56,3,210,17,57
222,1969,19690715,30,3,56,3,210,17,57
223,1969,19690715,31,3,56,3,210,17,57
224,1969,19690715,32,3,56,3,210,17,57
225,1969,19690715,33,3,56,3,210,17,57
226,1969,19690715,34,3,56,3,210,17,57
227,1969,19690715,35,3,56,3,210,17,57
228,1969,19690715,36,3,56,3,210,17,57
229,1969,19690715,37,3,56,3,210,17,57
230,1969,19690715,38,3,56,3,210,17,57
231,1969,19690715,39,3,56,3,210,17,57
232,1969,19690715,40,3,56,3,210,17,57
233,1969,19690715,41,3,56,3,210,17,57
234,1969,19690715,42,3,56,3,210,17,57
235,1969,19690715,43,3,56,3,210,17,57
236,1969,19690715,44,3,56,3,210,17,57
237,1969,19690715,45,3,56,3,210,17,57
238,1969,19690715,46,3,56,3,210,17,57
239,1969,19690715,47,3,56,3,210,17,57
240,1969,19690715,48,3,56,3,210,17,57
241,1969,19690715,49,3,56,3,210,17,57
242,1969,19690715,50,3,56,3,210,17,57
243,1969,19690715,51,3,56,3,210,17,57
244,1969,19690715,52,3,56,3,210,17,57
245,1969,19690715,53,3,56,3,210,17,57
246,1969,19690715,54,3,56,3,210,17,57
247,1969,19690715,55,3,56,3,210,17,57
248,1969,19690715,56,3,56,3,210,17,57
249,1969,19690715,57,3,56,3,210,17,57
250,1969,19690715,58,3,56,3,210,17,57
251,1969,19690715,59,3,56,3,210,17,57
252,1969,19690715,60,3,56,3,210,17,57
253,1969,19690715,61,3,56,3,210,17,57
254,1969,19690715,62,3,56,3,210,17,57
255,1969,19690715,63,3,56,3,210,17,57
256,1969,19690715,64,3,56,3,210,17,57
257,1970,19700514,1,4,31,2,3,17,35
258,1970,19700514,2,4,31,2,3,17,35
259,1970,19700514,3,4,31,2,3,17,35
260,1970,19700514,4,4,31,2,3,17,35
261,1970,19700514,5,4,31,2,3,17,35
262,1970,19700514,6,4,31,2,3,17,35
263,1970,19700514,7,4,31,2,3,17,35
264,1970,19700514,8,4,31,2,3,17,35
265,1970,19700514,9,4,31,2,3,17,35
266,1970,19700514,10,4,31,2,3,17,35
267,1970,19700514,11,4,31,2,3,17,35
268,1970,19700514,12,4,31,2,3,17,35
269,1970,19700514,13,4,31,2,3,17,35
270,1970,19700514,14,4,31,2,3,17,35
271,1970,19700514,15,4,31,2,3,17,35
272,1970,19700514,16,4,31,2,3,17,35
273,1970,19700514,17,4,31,2,3,17,35
274,1970,19700514,18,4,31,2,3,17,35
275,1970,19700514,19,4,31,2,3,17,35
276,1970,19700514,20,4,31,2,3,17,35
277,1970,19700514,21,4,31,2,3,17,35
278,1970,19700514,22,4,31,2,3,17,35
279,1970,19700514,23,4,31,2,3,17,35
280,1970,19700514,24,4,31,2,3,17,35
281,1970,19700514,25,4,31,2,3,17,35
282,1970,19700514,26,4,31,2,3,17,35
283,1970,19700514,27,4,31,2,3,17,35
284,1970,19700514,28,4,31,2,3,17,35
285,1970,19700514,29,4,31,2,3,17,35
286,1970,19700514,30,4,31,2,3,17,35
287,1970,19700514,31,4,31,2,3,17,35
288,1970,19700514,32,4,31,2,3,17,35
289,1970,19700514,33,4,31,2,3,17,35
290,1970,19700514,34,4,31,2,3,17,35
291,1970,19700514,35,4,31,2,3,17,35
292,1970,19700514,36,4,31,2,3,17,35
293,1970,19700514,37,4,31,2,3,17,35
294,1970,19700514,38,4,31,2,3,17,35
295,1970,19700514,39,4,31,2,3,17,35
296,1970,19700514,40,4,31,2,3,17,35
297,1970,19700514,41,4,31,2,3,17,35
298,1970,19700514,42,4,31,2,3,17,35
299,1970,19700514,43,4,31,2,3,17,35
300,1970,19700514,44,4,31,2,3,17,35
301,1970,19700514,45,4,31,2,3,17,35
302,1970,19700514,46,4,31,2,3,17,35
303,1970,19700514,47,4,31,2,3,17,35
304,1970,19700514,48,4,31,2,3,17,35
305,1970,19700514,49,4,31,2,3,17,35
306,1970,19700514,50,4,31,2,3,17,35
307,1970,19700514,51,4,31,2,3,17,35
308,1970,19700514,52,4,31,2,3,17,35
309,1970,19700514,53,4,31,2,3,17,35
310,1970,19700514,54,4,31,2,3,17,35
311,1970,19700514,55,4,31,2,3,17,35
312,1970,19700514,56,4,31,2,3,17,35
313,1970,19700514,57,4,31,2,3,17,35
314,1970,19700514,58,4,31,2,3,17,35
315,1970,19700514,59,4,31,2,3,17,35
316,1970,19700514,60,4,31,2,3,17,35
317,1970,19700514,61,4,31,2,3,17,35
318,1970,19700514,62,4,31,2,3,17,35
319,1970,19700514,63,4,31,2,3,17,35
320,1970,19700514,64,4,31,2,3,17,35
321,1971,19710510,1,1,59,1,1.8,17,29
322,1971,19710510,2,1,59,1,1.8,17,29
323,1971,19710510,3,1,59,1,1.8,17,29
324,1971,19710510,4,1,59,1,1.8,17,29
325,1971,19710510,5,1,59,1,1.8,17,29
326,1971,19710510,6,1,59,1,1.8,17,29
327,1971,19710510,7,1,59,1,1.8,17,29
328,1971,19710510,8,1,59,1,1.8,17,29
329,1971,19710510,9,1,59,1,1.8,17,29
330,1971,19710510,10,1,59,1,1.8,17,29
331,1971,19710510,11,1,59,1,1.8,17,29
332,1971,19710510,12,1,59,1,1.8,17,29
333,1971,19710510,13,1,59,1,1.8,17,29
334,1971,19710510,14,1,59,1,1.8,17,29
335,1971,19710510,15,1,59,1,1.8,17,29
336,1971,19710510,16,1,59,1,1.8,17,29
337,1971,19710510,17,1,59,1,1.8,17,29
338,1971,19710510,18,1,59,1,1.8,17,29
339,1971,19710510,19,1,59,1,1.8,17,29
340,1971,19710510,20,1,59,1,1.8,17,29
341,1971,19710510,21,1,59,1,1.8,17,29
342,1971,19710510,22,1,59,1,1.8,17,29
343,1971,19710510,23,1,59,1,1.8,17,29
344,1971,19710510,24,1,59,1,1.8,17,29
345,1971,19710510,25,1,59,1,1.8,17,29
346,1971,19710510,26,1,59,1,1.8,17,29
347,1971,19710510,27,1,59,1,1.8,17,29
348,1971,19710510,28,1,59,1,1.8,17,29
349,1971,19710510,29,1,59,1,1.8,17,29
350,1971,19710510,30,1,59,1,1.8,17,29
351,1971,19710510,31,1,59,1,1.8,17,29
352,1971,19710510,32,1,59,1,1.8,17,29
353,1971,19710510,33,1,59,1,1.8,17,29
354,1971,19710510,34,1,59,1,1.8,17,29
355,1971,19710510,35,1,59,1,1.8,17,29
356,1971,19710510,36,1,59,1,1.8,17,29
357,1971,19710510,37,1,59,1,1.8,17,29
358,1971,19710510,38,1,59,1,1.8,17,29
359,1971,19710510,39,1,59,1,1.8,17,29
360,1971,19710510,40,1,59,1,1.8,17,29
361,1971,19710510,41,1,59,1,1.8,17,29
362,1971,19710510,42,1,59,1,1.8,17,29
363,1971,19710510,43,1,59,1,1.8,17,29
364,1971,19710510,44,1,59,1,1.8,17,29
365,1971,19710510,45,1,59,1,1.8,17,29
366,1971,19710510,46,1,59,1,1.8,17,29
367,1971,19710510,47,1,59,1,1.8,17,29
368,1971,19710510,48,1,59,1,1.8,17,29
369,1971,19710510,49,1,59,1,1.8,17,29
370,1971,19710510,50,1,59,1,1.8,17,29
371,1971,19710510,51,1,59,1,1.8,17,29
372,1971,19710510,52,1,59,1,1.8,17,29
373,1971,19710510,53,1,59,1,1.8,17,29
374,1971,19710510,54,1,59,1,1.8,17,29
375,1971,19710510,55,1,59,1,1.8,17,29
376,1971,19710510,56,1,59,1,1.8,17,29
377,1971,19710510,57,1,59,1,1.8,17,29
378,1971,19710510,58,1,59,1,1.8,17,29
379,1971,19710510,59,1,59,1,1.8,17,29
380,1971,19710510,60,1,59,1,1.8,17,29
381,1971,19710510,61,1,59,1,1.8,17,29
382,1971,19710510,62,1,59,1,1.8,17,29
383,1971,19710510,63,1,59,1,1.8,17,29
384,1971,19710510,64,1,59,1,1.8,17,29
385,1971,19710510,1,1,8,,1.5,17,34
386,1971,19710510,2,1,8,,1.5,17,34
387,1971,19710510,3,1,8,,1.5,17,34
388,1971,19710510,4,1,8,,1.5,17,34
389,1971,19710510,5,1,8,,1.5,17,34
390,1971,19710510,6,1,8,,1.5,17,34
391,1971,19710510,7,1,8,,1.5,17,34
392,1971,19710510,8,1,8,,1.5,17,34
393,1971,19710510,9,1,8,,1.5,17,34
394,1971,19710510,10,1,8,,1.5,17,34
395,1971,19710510,11,1,8,,1.5,17,34
396,1971,19710510,12,1,8,,1.5,17,34
397,1971,19710510,13,1,8,,1.5,17,34
398,1971,19710510,14,1,8,,1.5,17,34
399,1971,19710510,15,1,8,,1.5,17,34
400,1971,19710510,16,1,8,,1.5,17,34
401,1971,19710510,17,1,8,,1.5,17,34
402,1971,19710510,18,1,8,,1.5,17,34
403,1971,19710510,19,1,8,,1.5,17,34
404,1971,19710510,20,1,8,,1.5,17,34
405,1971,19710510,21,1,8,,1.5,17,34
406,1971,19710510,22,1,8,,1.5,17,34
407,1971,19710510,23,1,8,,1.5,17,34
408,1971,19710510,24,1,8,,1.5,17,34
409,1971,19710510,25,1,8,,1.5,17,34
410,1971,19710510,26,1,8,,1.5,17,34
411,1971,19710510,27,1,8,,1.5,17,34
412,1971,19710510,28,1,8,,1.5,17,34
413,1971,19710510,29,1,8,,1.5,17,34
414,1971,19710510,30,1,8,,1.5,17,34
415,1971,19710510,31,1,8,,1.5,17,34
416,1971,19710510,32,1,8,,1.5,17,34
417,1971,19710510,33,1,8,,1.5,17,34
418,1971,19710510,34,1,8,,1.5,17,34
419,1971,19710510,35,1,8,,1.5,17,34
420,1971,19710510,36,1,8,,1.5,17,34
421,1971,19710510,37,1,8,,1.5,17,34
422,1971,19710510,38,1,8,,1.5,17,34
423,1971,19710510,39,1,8,,1.5,17,34
424,1971,19710510,40,1,8,,1.5,17,34
425,1971,19710510,41,1,8,,1.5,17,34
426,1971,19710510,42,1,8,,1.5,17,34
427,1971,19710510,43,1,8,,1.5,17,34
428,1971,19710510,44,1,8,,1.5,17,34
429,1971,19710510,45,1,8,,1.5,17,34
430,1971,19710510,46,1,8,,1.5,17,34
431,1971,19710510,47,1,8,,1.5,17,34
432,1971,19710510,48,1,8,,1.5,17,34
433,1971,19710510,49,1,8,,1.5,17,34
434,1971,19710510,50,1,8,,1.5,17,34
435,1971,19710510,51,1,8,,1.5,17,34
436,1971,19710510,52,1,8,,1.5,17,34
437,1971,19710510,53,1,8,,1.5,17,34
438,1971,19710510,54,1,8,,1.5,17,34
439,1971,19710510,55,1,8,,1.5,17,34
440,1971,19710510,56,1,8,,1.5,17,34
441,1971,19710510,57,1,8,,1.5,17,34
442,1971,19710510,58,1,8,,1.5,17,34
443,1971,19710510,59,1,8,,1.5,17,34
444,1971,19710510,60,1,8,,1.5,17,34
445,1971,19710510,61,1,8,,1.5,17,34
446,1971,19710510,62,1,8,,1.5,17,34
447,1971,19710510,63,1,8,,1.5,17,34
448,1971,19710510,64,1,8,,1.5,17,34
449,1972,19720320,1,2,31,2,3,17,35
450,1972,19720320,2,2,31,2,3,17,35
451,1972,19720320,3,2,31,2,3,17,35
452,1972,19720320,4,2,31,2,3,17,35
453,1972,19720320,5,2,31,2,3,17,35
454,1972,19720320,6,2,31,2,3,17,35
455,1972,19720320,7,2,31,2,3,17,35
456,1972,19720320,8,2,31,2,3,17,35
457,1972,19720320,9,2,31,2,3,17,35
458,1972,19720320,10,2,31,2,3,17,35
459,1972,19720320,11,2,31,2,3,17,35
460,1972,19720320,12,2,31,2,3,17,35
461,1972,19720320,13,2,31,2,3,17,35
462,1972,19720320,14,2,31,2,3,17,35
463,1972,19720320,15,2,31,2,3,17,35
464,1972,19720320,16,2,31,2,3,17,35
465,1972,19720320,17,2,31,2,3,17,35
466,1972,19720320,18,2,31,2,3,17,35
467,1972,19720320,19,2,31,2,3,17,35
468,1972,19720320,20,2,31,2,3,17,35
469,1972,19720320,21,2,31,2,3,17,35
470,1972,19720320,22,2,31,2,3,17,35
471,1972,19720320,23,2,31,2,3,17,35
472,1972,19720320,24,2,31,2,3,17,35
473,1972,19720320,25,2,31,2,3,17,35
474,1972,19720320,26,2,31,2,3,17,35
475,1972,19720320,27,2,31,2,3,17,35
476,1972,19720320,28,2,31,2,3,17,35
477,1972,19720320,29,2,31,2,3,17,35
478,1972,19720320,30,2,31,2,3,17,35
479,1972,19720320,31,2,31,2,3,17,35
480,1972,19720320,32,2,31,2,3,17,35
481,1972,19720320,33,2,31,2,3,17,35
482,1972,19720320,34,2,31,2,3,17,35
483,1972,19720320,35,2,31,2,3,17,35
484,1972,19720320,36,2,31,2,3,17,35
485,1972,19720320,37,2,31,2,3,17,35
486,1972,19720320,38,2,31,2,3,17,35
487,1972,19720320,39,2,31,2,3,17,35
488,1972,19720320,40,2,31,2,3,17,35
489,1972,19720320,41,2,31,2,3,17,35
490,1972,19720320,42,2,31,2,3,17,35
491,1972,19720320,43,2,31,2,3,17,35
492,1972,19720320,44,2,31,2,3,17,35
493,1972,19720320,45,2,31,2,3,17,35
494,1972,19720320,46,2,31,2,3,17,35
495,1972,19720320,47,2,31,2,3,17,35
496,1972,19720320,48,2,31,2,3,17,35
497,1972,19720320,49,2,31,2,3,17,35
498,1972,19720320,50,2,31,2,3,17,35
499,1972,19720320,51,2,31,2,3,17,35
500,1972,19720320,52,2,31,2,3,17,35
501,1972,19720320,53,2,31,2,3,17,35
502,1972,19720320,54,2,31,2,3,17,35
503,1972,19720320,55,2,31,2,3,17,35
504,1972,19720320,56,2,31,2,3,17,35
505,1972,19720320,57,2,31,2,3,17,35
506,1972,19720320,58,2,31,2,3,17,35
507,1972,19720320,59,2,31,2,3,17,35
508,1972,19720320,60,2,31,2,3,17,35
509,1972,19720320,61,2,31,2,3,17,35
510,1972,19720320,62,2,31,2,3,17,35
511,1972,19720320,63,2,31,2,3,17,35
512,1972,19720320,64,2,31,2,3,17,35
513,1973,,1,3,,,,17,
514,1973,,2,3,,,,17,
515,1973,,3,3,,,,17,
516,1973,,4,3,,,,17,
517,1973,,5,3,,,,17,
518,1973,,6,3,,,,17,
519,1973,,7,3,,,,17,
520,1973,,8,3,,,,17,
521,1973,,9,3,,,,17,
522,1973,,10,3,,,,17,
523,1973,,11,3,,,,17,
524,1973,,12,3,,,,17,
525,1973,,13,3,,,,17,
526,1973,,14,3,,,,17,
527,1973,,15,3,,,,17,
528,1973,,16,3,,,,17,
529,1973,,17,3,,,,17,
530,1973,,18,3,,,,17,
531,1973,,19,3,,,,17,
532,1973,,20,3,,,,17,
533,1973,,21,3,,,,17,
534,1973,,22,3,,,,17,
535,1973,,23,3,,,,17,
536,1973,,24,3,,,,17,
537,1973,,25,3,,,,17,
538,1973,,26,3,,,,17,
539,1973,,27,3,,,,17,
540,1973,,28,3,,,,17,
541,1973,,29,3,,,,17,
542,1973,,30,3,,,,17,
543,1973,,31,3,,,,17,
544,1973,,32,3,,,,17,
545,1973,,33,3,,,,17,
546,1973,,34,3,,,,17,
547,1973,,35,3,,,,17,
548,1973,,36,3,,,,17,
549,1973,,37,3,,,,17,
550,1973,,38,3,,,,17,
551,1973,,39,3,,,,17,
552,1973,,40,3,,,,17,
553,1973,,41,3,,,,17,
554,1973,,42,3,,,,17,
555,1973,,43,3,,,,17,
556,1973,,44,3,,,,17,
557,1973,,45,3,,,,17,
558,1973,,46,3,,,,17,
559,1973,,47,3,,,,17,
560,1973,,48,3,,,,17,
561,1973,,49,3,,,,17,
562,1973,,50,3,,,,17,
563,1973,,51,3,,,,17,
564,1973,,52,3,,,,17,
565,1973,,53,3,,,,17,
566,1973,,54,3,,,,17,
567,1973,,55,3,,,,17,
568,1973,,56,3,,,,17,
569,1973,,57,3,,,,17,
570,1973,,58,3,,,,17,
571,1973,,59,3,,,,17,
572,1973,,60,3,,,,17,
573,1973,,61,3,,,,17,
574,1973,,62,3,,,,17,
575,1973,,63,3,,,,17,
576,1973,,64,3,,,,17,
577,1974,19740422,1,4,31,2,3.2,17,35
578,1974,19740422,2,4,31,2,3.2,17,35
579,1974,19740422,3,4,31,2,3.2,17,35
580,1974,19740422,4,4,31,2,3.2,17,35
581,1974,19740422,5,4,31,2,3.2,17,35
582,1974,19740422,6,4,31,2,3.2,17,35
583,1974,19740422,7,4,31,2,3.2,17,35
584,1974,19740422,8,4,31,2,3.2,17,35
585,1974,19740422,9,4,31,2,3.2,17,35
586,1974,19740422,10,4,31,2,3.2,17,35
587,1974,19740422,11,4,31,2,3.2,17,35
588,1974,19740422,12,4,31,2,3.2,17,35
589,1974,19740422,13,4,31,2,3.2,17,35
590,1974,19740422,14,4,31,2,3.2,17,35
591,1974,19740422,15,4,31,2,3.2,17,35
592,1974,19740422,16,4,31,2,3.2,17,35
593,1974,19740422,17,4,31,2,3.2,17,35
594,1974,19740422,18,4,31,2,3.2,17,35
595,1974,19740422,19,4,31,2,3.2,17,35
596,1974,19740422,20,4,31,2,3.2,17,35
597,1974,19740422,21,4,31,2,3.2,17,35
598,1974,19740422,22,4,31,2,3.2,17,35
599,1974,19740422,23,4,31,2,3.2,17,35
600,1974,19740422,24,4,31,2,3.2,17,35
601,1974,19740422,25,4,31,2,3.2,17,35
602,1974,19740422,26,4,31,2,3.2,17,35
603,1974,19740422,27,4,31,2,3.2,17,35
604,1974,19740422,28,4,31,2,3.2,17,35
605,1974,19740422,29,4,31,2,3.2,17,35
606,1974,19740422,30,4,31,2,3.2,17,35
607,1974,19740422,31,4,31,2,3.2,17,35
608,1974,19740422,32,4,31,2,3.2,17,35
609,1974,19740422,33,4,31,2,3.2,17,35
610,1974,19740422,34,4,31,2,3.2,17,35
611,1974,19740422,35,4,31,2,3.2,17,35
612,1974,19740422,36,4,31,2,3.2,17,35
613,1974,19740422,37,4,31,2,3.2,17,35
614,1974,19740422,38,4,31,2,3.2,17,35
615,1974,19740422,39,4,31,2,3.2,17,35
616,1974,19740422,40,4,31,2,3.2,17,35
617,1974,19740422,41,4,31,2,3.2,17,35
618,1974,19740422,42,4,31,2,3.2,17,35
619,1974,19740422,43,4,31,2,3.2,17,35
620,1974,19740422,44,4,31,2,3.2,17,35
621,1974,19740422,45,4,31,2,3.2,17,35
