Versuchsaufbau_ID,Versuchsjahr,Parzelle_ID,Kultur_ID,Pruefglied_ID,Bewaesserung
2060,1999,12,,34,0
2061,1999,13,,41,0
2062,1999,14,,42,0
2063,1999,15,,43,0
2064,1999,16,,44,0
2065,1999,17,,21,0
2066,1999,18,,22,0
2067,1999,19,,23,0
2068,1999,20,,24,0
2069,1999,21,,42,0
2070,1999,22,,11,0
2071,1999,23,,43,0
2072,1999,24,,33,0
2073,1999,25,,41,0
2074,1999,26,,14,0
2075,1999,27,,44,0
2076,1999,28,,12,0
2077,1999,29,,31,0
2078,1999,30,,13,0
2079,1999,31,,32,0
2080,1999,32,,34,0
2081,1999,33,,31,0
2082,1999,34,,32,0
2083,1999,35,,33,0
2084,1999,36,,34,0
2085,1999,37,,13,0
2086,1999,38,,44,0
2087,1999,39,,12,0
2088,1999,40,,41,0
2089,1999,41,,22,0
2090,1999,42,,42,0
2091,1999,43,,21,0
2092,1999,44,,43,0
2093,1999,45,,11,0
2094,1999,46,,24,0
2095,1999,47,,23,0
2096,1999,48,,14,0
2097,1999,49,,41,0
2098,1999,50,,42,0
2099,1999,51,,43,0
2100,1999,52,,44,0
2101,1999,53,,14,0
2102,1999,54,,31,0
2103,1999,55,,34,0
2104,1999,56,,32,0
2105,1999,57,,11,0
2106,1999,58,,24,0
2107,1999,59,,23,0
2108,1999,60,,13,0
2109,1999,61,,21,0
2110,1999,62,,33,0
2111,1999,63,,12,0
2112,1999,64,,22,0
2113,2000,1,,11,0
2114,2000,2,,12,0
2115,2000,3,,13,0
2116,2000,4,,14,0
2117,2000,5,,21,0
2118,2000,6,,22,0
2119,2000,7,,23,0
2120,2000,8,,24,0
2121,2000,9,,31,0
2122,2000,10,,32,0
2123,2000,11,,33,0
2124,2000,12,,34,0
2125,2000,13,,41,0
2126,2000,14,,42,0
2127,2000,15,,43,0
2128,2000,16,,44,0
2129,2000,17,,21,0
2130,2000,18,,22,0
2131,2000,19,,23,0
2132,2000,20,,24,0
2133,2000,21,,42,0
2134,2000,22,,11,0
2135,2000,23,,43,0
2136,2000,24,,33,0
2137,2000,25,,41,0
2138,2000,26,,14,0
2139,2000,27,,44,0
2140,2000,28,,12,0
2141,2000,29,,31,0
2142,2000,30,,13,0
2143,2000,31,,32,0
2144,2000,32,,34,0
2145,2000,33,,31,0
2146,2000,34,,32,0
2147,2000,35,,33,0
2148,2000,36,,34,0
2149,2000,37,,13,0
2150,2000,38,,44,0
2151,2000,39,,12,0
2152,2000,40,,41,0
2153,2000,41,,22,0
2154,2000,42,,42,0
2155,2000,43,,21,0
2156,2000,44,,43,0
2157,2000,45,,11,0
2158,2000,46,,24,0
2159,2000,47,,23,0
2160,2000,48,,14,0
2161,2000,49,,41,0
2162,2000,50,,42,0
2163,2000,51,,43,0
2164,2000,52,,44,0
2165,2000,53,,14,0
2166,2000,54,,31,0
2167,2000,55,,34,0
2168,2000,56,,32,0
2169,2000,57,,11,0
2170,2000,58,,24,0
2171,2000,59,,23,0
2172,2000,60,,13,0
2173,2000,61,,21,0
2174,2000,62,,33,0
2175,2000,63,,12,0
2176,2000,64,,22,0
2177,2001,1,,11,0
2178,2001,2,,12,0
2179,2001,3,,13,0
2180,2001,4,,14,0
2181,2001,5,,21,0
2182,2001,6,,22,0
2183,2001,7,,23,0
2184,2001,8,,24,0
2185,2001,9,,31,0
2186,2001,10,,32,0
2187,2001,11,,33,0
2188,2001,12,,34,0
2189,2001,13,,41,0
2190,2001,14,,42,0
2191,2001,15,,43,0
2192,2001,16,,44,0
2193,2001,17,,21,0
2194,2001,18,,22,0
2195,2001,19,,23,0
2196,2001,20,,24,0
2197,2001,21,,42,0
2198,2001,22,,11,0
2199,2001,23,,43,0
2200,2001,24,,33,0
2201,2001,25,,41,0
2202,2001,26,,14,0
2203,2001,27,,44,0
2204,2001,28,,12,0
2205,2001,29,,31,0
2206,2001,30,,13,0
2207,2001,31,,32,0
2208,2001,32,,34,0
2209,2001,33,,31,0
2210,2001,34,,32,0
2211,2001,35,,33,0
2212,2001,36,,34,0
2213,2001,37,,13,0
2214,2001,38,,44,0
2215,2001,39,,12,0
2216,2001,40,,41,0
2217,2001,41,,22,0
2218,2001,42,,42,0
2219,2001,43,,21,0
2220,2001,44,,43,0
2221,2001,45,,11,0
2222,2001,46,,24,0
2223,2001,47,,23,0
2224,2001,48,,14,0
2225,2001,49,,41,0
2226,2001,50,,42,0
2227,2001,51,,43,0
2228,2001,52,,44,0
2229,2001,53,,14,0
2230,2001,54,,31,0
2231,2001,55,,34,0
2232,2001,56,,32,0
2233,2001,57,,11,0
2234,2001,58,,24,0
2235,2001,59,,23,0
2236,2001,60,,13,0
2237,2001,61,,21,0
2238,2001,62,,33,0
2239,2001,63,,12,0
2240,2001,64,,22,0
2241,2002,1,3,11,0
2242,2002,2,3,12,0
2243,2002,3,3,13,0
2244,2002,4,3,14,0
2245,2002,5,3,21,0
2246,2002,6,3,22,0
2247,2002,7,3,23,0
2248,2002,8,3,24,0
2249,2002,9,3,31,0
2250,2002,10,3,32,0
2251,2002,11,3,33,0
2252,2002,12,3,34,0
2253,2002,13,3,41,0
2254,2002,14,3,42,0
2255,2002,15,3,43,0
2256,2002,16,3,44,0
2257,2002,17,3,21,0
2258,2002,18,3,22,0
2259,2002,19,3,23,0
2260,2002,20,3,24,0
2261,2002,21,3,42,0
2262,2002,22,3,11,0
2263,2002,23,3,43,0
2264,2002,24,3,33,0
2265,2002,25,3,41,0
2266,2002,26,3,14,0
2267,2002,27,3,44,0
2268,2002,28,3,12,0
2269,2002,29,3,31,0
2270,2002,30,3,13,0
2271,2002,31,3,32,0
2272,2002,32,3,34,0
2273,2002,33,3,31,0
2274,2002,34,3,32,0
2275,2002,35,3,33,0
2276,2002,36,3,34,0
2277,2002,37,3,13,0
2278,2002,38,3,44,0
2279,2002,39,3,12,0
2280,2002,40,3,41,0
2281,2002,41,3,22,0
2282,2002,42,3,42,0
2283,2002,43,3,21,0
2284,2002,44,3,43,0
2285,2002,45,3,11,0
2286,2002,46,3,24,0
2287,2002,47,3,23,0
2288,2002,48,3,14,0
2289,2002,49,3,41,0
2290,2002,50,3,42,0
2291,2002,51,3,43,0
2292,2002,52,3,44,0
2293,2002,53,3,14,0
2294,2002,54,3,31,0
2295,2002,55,3,34,0
2296,2002,56,3,32,0
2297,2002,57,3,11,0
2298,2002,58,3,24,0
2299,2002,59,3,23,0
2300,2002,60,3,13,0
2301,2002,61,3,21,0
2302,2002,62,3,33,0
2303,2002,63,3,12,0
2304,2002,64,3,22,0
